ID_del_Vehículo,Marca,Modelo,Año,Región,Tipo_de_Vehículo,Capacidad_de_Batería_kWh,Salud_de_Batería_%,Autonomía_km,Potencia_de_Carga_kW,Tiempo_de_Carga_hr,Ciclos_de_Carga,Consumo_de_Energía_por_100km_recorridos,Kilometraje_km,Velocidad_Promedio_kmh,Velocidad_Máxima_kmh,Aceleración_0_100_kmh_seg,Temperatura_°C,Tipo_de_Uso,CO2_Ahorrado_tons,Costo_de_Mantenimiento_USD_por_año,Costo_de_Seguro_USD_por_año,Costo_de_Electricidad_en_USD_por_kWh,Costo_Mensual_de_Carga_USD,Valor_de_Reventa_USD
1912.0,Kia,Niro EV,2024.0,Asia,SUV,75.9,97.7,434.0,16.5,5.53,1664.0,12.15,73245.0,51.6,243.0,6.705,27.6,Flota,8.79,1851.0,612.0,0.15,111.24,25250.0
1913.0,Ford,Mustang Mach-E,2022.0,Europa,Camioneta,47.5,88.8,241.0,13.3,4.48,1937.0,18.7,176902.0,44.3,244.0,5.59,14.4,Personal,21.23,1796.0,904.0,0.33,1063.45,18410.0
1914.0,Audi,e-tron,2021.0,Asia,Desconocido,115.8,91.9,666.0,209.6,0.72,1125.0,15.24,18496.0,35.9,217.0,6.705,9.7,Personal,2.22,1809.0,1516.0,0.22,51.68,30595.0
1915.0,Mercedes,EQS,2024.0,Europa,Hatchback,74.2,83.6,426.0,226.3,0.64,1610.0,22.86,78920.0,42.6,220.0,9.99,33.7,Comercial,9.47,899.0,889.0,0.23,345.79,22129.0
1916.0,BMW,iX,2020.0,Australia,Camioneta,118.3,94.2,481.0,53.1,2.46,1125.0,18.9,135349.0,100.0,167.0,8.22,23.1,Flota,16.24,475.0,1215.0,0.2,426.35,33772.0
1917.0,Desconocido,F-150 Lightning,2020.0,Asia,Hatchback,65.7,87.1,301.0,68.9,1.22,336.0,15.71,21281.0,51.8,232.0,3.59,35.0,Comercial,2.55,1198.0,2241.0,0.31,86.37,21084.0
1918.0,Volkswagen,ID.4,2018.0,Norteamérica,Sedán,43.1,79.7,202.0,213.6,0.29,1932.0,12.41,219964.0,87.6,223.0,8.95,13.9,Comercial,26.4,1951.0,1046.0,0.3,682.44,12844.0
1919.0,BMW,iX,2018.0,Asia,SUV,47.1,88.8,281.0,224.0,0.25,1149.0,18.7,89899.0,68.3,167.0,6.705,15.1,Flota,10.79,799.0,1516.0,0.31,444.27,17115.0
1920.0,Ford,Mustang Mach-E,2021.0,Asia,Sedán,38.6,81.2,187.0,141.9,0.29,737.0,22.86,188307.0,39.3,214.0,9.78,2.8,Comercial,22.6,327.0,1599.0,0.16,573.96,13751.0
1921.0,Volkswagen,ID.3,2017.0,Australia,Hatchback,78.5,75.1,377.0,115.0,0.72,1175.0,22.59,185050.0,92.2,177.0,9.54,13.3,Personal,22.21,758.0,844.0,0.19,661.88,19393.0
Desconocido,Tesla,Model X,2018.0,Norteamérica,Camioneta,81.6,87.2,368.0,162.2,0.54,1558.0,18.69,50642.0,47.1,144.0,8.93,34.2,Flota,6.08,1742.0,2304.0,0.17,134.09,22129.0
1923.0,Kia,Niro EV,2018.0,Asia,Sedán,63.2,85.2,368.0,14.1,5.33,1506.0,17.45,86597.0,70.9,150.0,5.44,19.8,Personal,10.39,744.0,1193.0,0.22,277.04,20929.0
1924.0,Audi,e-tron,2018.0,Desconocido,SUV,109.5,87.6,447.0,68.3,1.89,729.0,24.53,189778.0,94.4,185.0,5.43,2.3,Flota,22.77,994.0,1304.0,0.2,775.88,29457.0
1925.0,BMW,i3,2017.0,Europa,Camioneta,62.0,82.6,351.0,32.7,2.4,1475.0,18.27,182961.0,82.8,142.0,6.37,37.4,Flota,21.96,889.0,1984.0,0.1,278.56,17946.0
1926.0,Tesla,Model Y,2015.0,Europa,Sedán,67.0,93.4,269.0,168.9,0.57,841.0,12.44,11813.0,88.9,191.0,4.95,11.7,Personal,1.42,616.0,1228.0,0.14,17.14,15400.0
1927.0,BMW,iX,2016.0,Desconocido,Sedán,104.3,96.7,608.0,132.2,0.91,849.0,13.18,189992.0,49.6,191.0,5.19,12.7,Desconocido,22.8,1378.0,2365.0,0.32,667.76,25033.0
1928.0,Nissan,Ariya,2023.0,Norteamérica,Hatchback,108.9,85.8,455.0,121.7,0.99,419.0,20.13,130733.0,53.1,159.0,5.49,-3.2,Comercial,15.69,853.0,2164.0,0.26,570.19,28235.0
1929.0,Nissan,Ariya,2020.0,Australia,Hatchback,86.5,79.1,494.0,44.3,2.08,1910.0,12.31,185765.0,42.1,182.0,6.705,2.8,Personal,22.29,268.0,2043.0,0.2,381.13,21724.0
1930.0,Audi,Q4 e-tron,2019.0,Australia,Sedán,118.1,80.6,581.0,167.1,0.82,542.0,12.74,40847.0,85.6,132.0,4.45,27.0,Comercial,4.9,1595.0,1463.0,0.17,73.72,28818.0
1931.0,Tesla,Model 3,2016.0,Europa,SUV,74.2,73.0,575.0,244.6,0.61,484.0,18.7,56550.0,78.6,155.0,7.19,-5.5,Personal,6.79,679.0,712.0,0.22,177.49,30290.0
1932.0,Audi,e-tron,2022.0,Australia,Hatchback,95.0,73.2,390.0,203.4,0.52,1449.0,18.65,147615.0,84.6,197.0,6.28,22.3,Comercial,17.71,900.0,1934.0,0.17,390.01,26871.0
1933.0,Nissan,Ariya,2023.0,Asia,Camioneta,67.2,87.5,284.0,157.9,0.53,767.0,16.61,45934.0,66.2,208.0,3.53,4.0,Comercial,5.51,720.0,2022.0,0.22,216.17,22600.0
1934.0,Nissan,Ariya,2019.0,Australia,Hatchback,113.4,82.4,621.0,28.8,5.51,932.0,24.26,221753.0,66.2,184.0,8.79,35.3,Desconocido,26.61,1710.0,2318.0,0.22,493.14,26909.0
1935.0,Kia,Niro EV,2015.0,Norteamérica,Hatchback,74.2,97.6,423.0,230.8,0.4,1563.0,16.42,117067.0,53.3,234.0,4.95,-4.0,Desconocido,14.05,1982.0,1246.0,0.25,400.47,23155.0
1936.0,Kia,EV6,2020.0,Australia,Sedán,76.3,76.5,416.0,152.1,0.57,230.0,23.35,111097.0,95.5,208.0,5.15,-4.8,Comercial,13.33,782.0,1865.0,0.23,497.21,20901.0
1937.0,Chevrolet,Desconocido,2023.0,Asia,Sedán,74.7,75.1,395.0,158.9,0.72,1318.0,21.91,235155.0,84.1,232.0,6.9,17.2,Personal,28.22,1841.0,747.0,0.27,1159.26,23870.0
1938.0,Audi,e-tron,2017.0,Asia,Hatchback,33.7,85.2,196.0,150.1,0.25,1125.0,13.12,96509.0,98.9,168.0,8.01,10.3,Flota,11.58,1917.0,646.0,0.27,284.89,10254.0
1939.0,BMW,iX,2018.0,Europa,Camioneta,80.7,92.3,424.0,127.0,0.59,1902.0,22.62,246626.0,49.1,222.0,8.09,33.6,Flota,29.6,1537.0,510.0,0.27,1255.2,25531.0
1940.0,Mercedes,EQS,2023.0,Australia,SUV,94.9,81.4,459.0,81.3,1.58,1125.0,19.92,68883.0,75.6,135.0,5.06,15.7,Comercial,8.27,1732.0,2399.0,0.25,285.86,30373.0
1941.0,Kia,Niro EV,2024.0,Norteamérica,Hatchback,61.4,87.0,255.0,36.4,1.81,694.0,17.81,230152.0,52.9,187.0,3.99,27.0,Desconocido,27.62,1855.0,637.0,0.21,717.33,22644.0
1942.0,Mercedes,EQC,2024.0,Asia,SUV,87.5,93.1,380.0,148.6,0.68,408.0,13.26,58255.0,54.1,176.0,7.71,-7.1,Flota,6.99,437.0,1995.0,0.23,148.06,26654.0
1943.0,Mercedes,EQS,2024.0,Australia,Sedán,38.9,96.3,197.0,20.0,2.26,1637.0,12.98,95909.0,49.6,196.0,5.6,14.7,Desconocido,11.51,1145.0,1954.0,0.33,342.35,14521.0
1944.0,Desconocido,i3,2017.0,Norteamérica,Sedán,47.5,84.4,194.0,71.4,0.93,1562.0,24.6,126249.5,91.1,205.0,6.58,21.5,Comercial,25.78,303.0,2165.0,0.19,836.81,18065.0
1945.0,Chevrolet,Bolt EUV,2019.0,Europa,SUV,108.1,80.2,575.0,142.2,0.99,610.0,21.15,221180.0,40.8,213.0,4.45,26.9,Personal,26.54,411.0,1715.0,0.25,974.57,27045.0
1946.0,Volkswagen,ID.4,2016.0,Norteamérica,Sedán,72.8,85.2,396.0,238.8,0.34,455.0,22.72,37389.0,57.4,202.0,7.82,27.9,Flota,15.225000000000001,1362.0,2383.0,0.29,205.29,19111.0
1947.0,Nissan,Leaf,2019.0,Norteamérica,Hatchback,82.1,77.2,371.0,196.0,0.54,1200.0,14.68,95404.0,69.4,199.0,5.51,9.5,Comercial,11.45,818.0,1459.0,0.21,245.09,25388.0
1948.0,Tesla,Model 3,2019.0,Asia,Sedán,31.7,76.8,171.0,82.9,0.41,1922.0,15.58,56192.0,66.1,203.0,7.81,-4.1,Flota,6.74,1374.0,1119.0,0.33,240.75,14022.0
1949.0,Volkswagen,ID.3,2019.0,Europa,SUV,106.3,99.9,550.0,127.0,1.44,419.0,21.75,234591.0,61.7,166.0,5.18,29.0,Comercial,28.15,1530.0,1616.0,0.3,1275.59,29283.0
1950.0,Chevrolet,Bolt EUV,2019.0,Europa,SUV,92.5,86.2,552.0,97.4,1.06,357.0,12.7,100736.0,37.8,214.0,4.57,-2.0,Flota,12.09,259.0,900.0,0.29,309.18,23827.0
1951.0,Volkswagen,ID.3,2023.0,Norteamérica,Sedán,113.9,97.1,503.0,72.9,2.1,1791.0,20.02,135942.0,95.2,191.0,8.71,26.6,Flota,16.31,219.0,2090.0,0.3,680.39,34257.0
1952.0,Nissan,Leaf,2017.0,Norteamérica,SUV,40.8,86.2,222.0,143.2,0.3,1470.0,17.6,65675.0,87.7,236.0,6.05,6.5,Personal,7.88,1383.0,921.0,0.31,298.6,14105.0
1953.0,Volkswagen,ID.3,2021.0,Asia,SUV,58.3,94.8,242.0,88.9,0.81,1461.0,14.15,235763.0,59.7,238.0,7.53,14.4,Flota,28.29,1218.0,2152.0,0.11,305.8,22639.0
1954.0,Audi,Q4 e-tron,2017.0,Europa,SUV,78.7,85.2,347.0,78.0,1.25,281.0,14.53,222960.0,37.5,155.0,3.66,-6.7,Flota,26.76,496.0,1116.0,0.23,620.93,22620.0
1955.0,Audi,Q4 e-tron,2020.0,Asia,SUV,78.5,87.7,402.0,164.6,0.51,1125.0,17.76,153279.0,32.7,227.0,7.02,34.4,Desconocido,18.39,1108.5,1056.0,0.28,635.19,21795.0
1956.0,Volkswagen,ID.4,2024.0,Norteamérica,Sedán,95.5,81.9,566.0,146.8,0.73,1076.0,23.56,130150.0,36.8,138.0,7.14,10.1,Personal,15.62,1993.0,1910.0,0.17,434.4,29837.0
1957.0,Kia,EV6,2021.0,Norteamérica,Hatchback,52.6,88.5,296.0,119.1,0.56,816.0,22.3,44222.0,64.1,194.0,4.46,32.5,Personal,5.31,221.0,1601.0,0.33,271.19,15941.0
1958.0,Mercedes,EQS,2017.0,Norteamérica,SUV,97.2,71.9,511.0,63.3,1.77,1779.0,13.19,72763.0,73.9,230.0,9.73,39.0,Comercial,8.73,226.0,1438.0,0.13,103.97,24499.0
1959.0,Volkswagen,ID.4,2020.0,Norteamérica,SUV,52.3,85.7,271.0,97.6,0.62,1214.0,18.7,126249.5,36.1,186.0,8.14,15.4,Comercial,20.81,1337.0,2039.0,0.22,344.62,22129.0
1960.0,Audi,e-tron,2021.0,Asia,Hatchback,65.3,83.6,387.0,43.6,1.69,327.0,15.84,249636.0,49.0,248.0,7.67,8.4,Flota,29.96,763.0,1709.0,0.28,922.65,18524.0
1961.0,Audi,e-tron,2015.0,Australia,Camioneta,59.9,78.4,329.0,46.0,1.39,1107.0,20.98,98193.0,44.0,218.0,7.37,3.8,Flota,11.78,1237.0,2203.0,0.09,154.51,14225.0
1962.0,Tesla,Model X,2023.0,Australia,Camioneta,115.1,95.4,561.0,126.2,0.99,508.0,20.91,113598.0,66.2,151.0,8.22,16.3,Personal,13.63,1012.0,1386.0,0.12,237.53,31760.0
1963.0,Tesla,Model 3,2015.0,Europa,Camioneta,75.2,95.1,313.0,137.8,0.72,1659.0,24.55,110635.0,31.9,174.0,6.09,32.0,Flota,13.28,510.0,2094.0,0.27,611.12,17550.0
1964.0,Hyundai,Ioniq 5,2016.0,Norteamérica,Sedán,43.3,73.9,228.0,89.4,0.63,1037.0,12.36,47232.0,70.9,228.0,8.1,17.3,Comercial,5.67,694.0,534.0,0.17,82.7,11739.0
1965.0,Volkswagen,ID.3,2021.0,Australia,SUV,72.2,92.6,402.0,127.0,0.72,649.0,15.77,64487.0,46.1,191.0,8.35,26.7,Comercial,7.74,1934.0,1516.0,0.18,152.54,25365.0
Desconocido,Tesla,Model S,2018.0,Norteamérica,Hatchback,72.1,97.8,399.0,209.7,0.47,801.0,17.63,104859.0,98.9,246.0,7.91,8.6,Flota,12.58,809.0,2444.0,0.28,431.35,19765.0
1967.0,Ford,F-150 Lightning,2023.0,Australia,Camioneta,111.8,88.1,640.0,74.1,1.87,481.0,17.93,85615.0,91.0,238.0,6.19,15.0,Personal,10.27,1291.0,2113.0,0.22,115.13,28535.0
1968.0,Tesla,Model S,2022.0,Europa,Hatchback,99.3,77.5,592.0,53.9,1.98,524.0,16.84,76860.0,62.1,198.0,8.41,16.3,Desconocido,9.22,631.0,1378.0,0.24,258.86,30960.0
1969.0,Tesla,Model Y,2017.0,Norteamérica,Hatchback,92.5,94.6,536.0,36.4,2.75,306.0,20.69,155504.0,81.0,161.0,5.87,14.4,Comercial,18.66,1495.0,1667.0,0.33,884.78,27197.0
1970.0,Desconocido,i4,2020.0,Desconocido,SUV,64.0,78.7,355.0,90.2,0.82,1125.0,19.62,5723.0,35.7,213.0,7.55,26.3,Personal,0.69,918.0,1049.0,0.22,20.59,20887.0
1971.0,Nissan,Ariya,2023.0,Asia,SUV,64.8,99.4,290.0,156.7,0.45,725.0,14.83,98335.0,78.8,246.0,6.12,-0.0,Comercial,11.8,1902.0,1107.0,0.27,328.12,22536.0
1972.0,Tesla,Model 3,2021.0,Europa,Sedán,39.8,74.6,176.0,25.2,1.7,1000.0,24.25,63219.0,74.6,247.0,3.54,7.9,Flota,7.59,1752.0,588.0,0.21,268.29,13042.0
1973.0,Hyundai,Ioniq 5,2020.0,Norteamérica,Sedán,75.2,89.5,444.0,204.8,0.41,898.0,22.72,181657.0,96.5,211.0,7.87,13.7,Flota,21.8,1569.0,748.0,0.32,1100.6,21587.0
1974.0,Tesla,Model S,2020.0,Norteamérica,SUV,109.2,82.8,527.0,83.7,0.72,1356.0,24.85,56846.0,76.3,229.0,7.77,10.9,Comercial,6.82,754.0,2482.0,0.32,344.62,27819.0
1975.0,Kia,EV6,2015.0,Asia,Camioneta,33.8,82.8,179.0,103.3,0.34,298.0,21.93,66324.0,43.3,145.0,7.92,-7.8,Flota,7.96,794.0,2308.0,0.18,218.17,14127.0
1976.0,Hyundai,Desconocido,2018.0,Europa,Hatchback,34.9,89.8,164.0,232.3,0.16,863.0,18.7,176780.0,33.6,146.0,8.73,18.9,Comercial,21.21,286.0,1380.0,0.31,1137.14,15866.0
1977.0,Nissan,Leaf,2019.0,Norteamérica,Camioneta,37.6,88.5,168.0,184.2,0.24,1749.0,17.75,196801.0,43.8,143.0,7.78,1.3,Flota,23.62,713.0,2245.0,0.19,553.09,13206.0
1978.0,Chevrolet,Bolt EUV,2021.0,Europa,Hatchback,109.2,97.2,552.0,140.3,0.85,1626.0,18.73,158458.0,72.3,142.0,8.41,-3.0,Flota,19.01,841.0,2430.0,0.19,469.92,29319.0
1979.0,Ford,F-150 Lightning,2020.0,Europa,Camioneta,51.6,95.8,270.0,106.3,0.65,1526.0,18.74,140891.0,62.9,137.0,7.41,14.4,Comercial,16.91,1465.0,1331.0,0.21,462.05,20536.0
1980.0,Audi,e-tron,2015.0,Norteamérica,Camioneta,102.8,88.4,544.0,243.2,0.49,1482.0,20.99,157762.0,97.9,164.0,6.54,27.1,Comercial,18.93,1807.0,1772.0,0.29,800.26,28339.0
1981.0,Mercedes,EQS,2015.0,Desconocido,Sedán,59.4,91.8,315.0,49.9,1.26,1321.0,16.54,145099.0,89.4,218.0,5.95,21.6,Personal,17.41,711.0,1512.0,0.29,579.98,15003.0
1982.0,Audi,e-tron,2023.0,Asia,SUV,81.1,83.5,465.0,221.0,0.47,954.0,22.75,181756.0,55.7,204.0,9.69,9.6,Personal,21.81,1514.0,747.0,0.16,551.33,25270.0
1983.0,BMW,i3,2015.0,Europa,Hatchback,88.7,74.8,457.0,140.5,0.69,1748.0,14.37,75050.0,71.9,182.0,9.01,11.3,Flota,9.01,1563.0,2019.0,0.29,260.63,23457.0
1984.0,Nissan,Leaf,2023.0,Australia,Sedán,58.4,89.8,251.0,84.8,0.79,1275.0,12.29,28255.0,40.3,239.0,5.39,14.5,Comercial,3.39,201.0,1992.0,0.21,60.77,19957.0
1985.0,Mercedes,EQS,2023.0,Asia,Desconocido,100.3,94.9,600.0,127.0,0.96,1712.0,24.68,44380.0,63.6,134.0,7.53,19.1,Personal,5.33,1929.0,826.0,0.22,273.82,28346.0
1986.0,Mercedes,EQS,2019.0,Australia,Sedán,56.5,90.9,275.0,214.1,0.35,1411.0,21.38,44920.0,38.8,195.0,9.45,-7.5,Comercial,5.39,1469.0,1307.0,0.1,80.03,22129.0
1987.0,Chevrolet,Bolt EV,2017.0,Europa,SUV,113.6,70.9,648.0,106.0,1.28,880.0,16.99,31025.0,83.9,172.0,6.05,-1.9,Comercial,3.72,1008.0,1385.0,0.29,127.39,27230.0
1988.0,Volkswagen,ID.3,2020.0,Desconocido,Sedán,111.1,89.9,649.0,229.9,0.52,1188.0,22.89,87942.0,40.0,200.0,3.98,14.0,Flota,10.55,912.0,2058.0,0.19,318.72,29569.0
1989.0,Tesla,Model X,2024.0,Asia,SUV,94.8,94.6,505.0,122.2,1.0,1740.0,20.64,237482.0,66.2,211.0,5.06,-10.0,Personal,28.5,1108.5,1495.0,0.3,1225.41,28253.0
1990.0,Mercedes,EQS,2023.0,Australia,Sedán,49.8,88.5,279.0,44.2,1.33,1876.0,19.64,126249.5,40.3,156.0,7.38,22.2,Personal,7.14,700.0,2177.0,0.26,253.14,20492.0
1991.0,Volkswagen,ID.4,2019.0,Australia,Hatchback,57.2,74.9,277.0,19.5,3.18,1801.0,18.7,172571.0,90.5,135.0,6.97,3.0,Flota,20.71,1972.0,1628.0,0.33,979.99,22129.0
1992.0,Mercedes,EQS,2020.0,Europa,Hatchback,86.7,71.1,360.0,127.0,3.19,1289.0,14.96,48436.0,66.2,248.0,5.1,11.5,Comercial,15.225000000000001,200.0,650.0,0.24,144.92,23791.0
1993.0,BMW,i3,2016.0,Asia,Camioneta,58.7,93.4,371.0,52.0,1.38,1016.0,19.41,236972.0,88.9,246.0,8.61,14.4,Personal,28.44,773.0,1180.0,0.3,1149.91,16287.0
1994.0,Audi,Q4 e-tron,2020.0,Asia,Hatchback,80.3,75.3,469.0,178.6,0.49,438.0,13.74,29810.0,53.6,232.0,5.22,25.3,Personal,3.58,1525.0,686.0,0.18,61.44,25602.0
1995.0,Kia,Niro EV,2017.0,Asia,Camioneta,60.3,99.4,262.0,191.0,0.37,928.0,14.17,97727.0,77.8,213.0,8.68,1.4,Flota,11.73,1646.0,1430.0,0.25,288.5,20040.0
1996.0,Tesla,Model S,2022.0,Asia,Camioneta,39.6,70.0,213.0,145.4,0.36,1803.0,21.49,12721.0,65.1,179.0,3.7,-9.5,Comercial,1.53,1496.0,860.0,0.12,27.34,14884.0
1997.0,Chevrolet,Desconocido,2018.0,Norteamérica,Hatchback,78.0,85.2,339.0,127.0,0.57,279.0,14.59,159932.0,71.2,133.0,4.86,19.6,Personal,19.19,1108.5,2409.0,0.26,505.57,22921.0
1998.0,Tesla,Model X,2016.0,Australia,SUV,96.4,76.5,486.0,179.7,0.63,1279.0,15.75,51221.0,66.0,191.0,6.705,14.4,Comercial,6.15,1108.5,1007.0,0.09,60.5,22129.0
1999.0,Mercedes,EQC,2020.0,Asia,Camioneta,31.3,72.3,161.0,228.9,0.16,1162.0,16.92,77916.0,73.6,182.0,9.14,2.6,Personal,9.35,1108.5,845.0,0.31,340.57,14368.0
2000.0,BMW,i4,2019.0,Asia,Camioneta,74.2,79.2,561.0,42.6,2.84,1125.0,15.57,126249.5,77.8,230.0,4.09,27.9,Comercial,12.17,708.0,2063.0,0.25,329.05,27442.0
2001.0,Hyundai,Kona Electric,2022.0,Europa,Sedán,64.6,91.1,382.0,47.4,1.49,1380.0,24.01,85650.0,50.5,220.0,9.76,29.8,Personal,10.28,1160.0,1908.0,0.22,359.88,19357.0
Desconocido,Tesla,Model 3,2024.0,Australia,Camioneta,90.3,94.6,382.0,57.3,0.72,773.0,13.38,53263.0,45.2,155.0,4.9,5.0,Personal,6.39,612.0,798.0,0.16,95.02,29093.0
2003.0,Desconocido,Kona Electric,2023.0,Asia,Camioneta,101.7,90.2,593.0,127.0,0.52,1388.0,17.12,143741.0,32.5,162.0,7.41,-7.4,Personal,17.25,1294.0,1440.0,0.1,205.07,31897.0
2004.0,Ford,Mustang Mach-E,2023.0,Europa,Camioneta,52.6,94.1,294.0,91.1,0.66,640.0,12.91,164314.0,55.8,221.0,4.4,14.5,Personal,19.72,684.0,1966.0,0.28,494.97,17154.0
2005.0,Audi,Q4 e-tron,2017.0,Norteamérica,Sedán,95.1,86.8,533.0,117.0,0.99,1767.0,18.7,44212.0,57.0,147.0,4.36,2.7,Personal,5.31,1627.0,1201.0,0.31,344.62,23691.0
2006.0,Ford,F-150 Lightning,2018.0,Australia,Sedán,58.7,72.3,326.0,127.0,0.3,1915.0,18.7,5392.0,83.9,203.0,8.86,14.4,Flota,0.65,1170.0,2106.0,0.28,17.11,18733.0
2007.0,Desconocido,EV6,2017.0,Norteamérica,Camioneta,85.2,91.8,494.0,214.8,0.53,1705.0,15.57,195678.0,98.7,149.0,7.71,18.0,Flota,23.48,1180.0,571.0,0.26,660.12,22991.0
2008.0,Ford,F-150 Lightning,2020.0,Asia,Hatchback,88.9,89.1,358.0,86.9,1.09,252.0,17.26,152247.0,83.2,159.0,9.38,31.5,Desconocido,18.27,688.0,1001.0,0.12,262.78,25874.0
2009.0,Desconocido,Model 3,2023.0,Asia,Sedán,99.1,77.0,491.0,146.1,0.8,1671.0,13.75,114655.0,85.0,167.0,8.87,15.2,Comercial,13.76,980.0,828.0,0.33,433.54,27049.0
2010.0,Mercedes,EQC,2023.0,Norteamérica,SUV,74.2,77.4,390.0,79.4,1.3,1412.0,17.91,200149.0,78.9,146.0,7.63,37.9,Comercial,24.02,1828.0,762.0,0.32,955.91,27644.0
2011.0,Audi,Q4 e-tron,2021.0,Europa,Hatchback,62.8,70.8,273.0,37.4,1.87,1125.0,22.38,116770.0,48.6,174.0,9.82,-2.6,Flota,14.01,1863.0,840.0,0.26,566.22,17827.0
2012.0,BMW,i4,2023.0,Norteamérica,Sedán,54.0,94.4,321.0,195.9,0.33,865.0,14.16,240679.0,62.4,141.0,6.705,-0.2,Personal,28.88,1971.0,1712.0,0.24,681.6,21431.0
2013.0,Audi,Q4 e-tron,2023.0,Norteamérica,Sedán,115.5,78.5,480.0,208.4,0.58,1724.0,20.22,205879.0,84.6,178.0,8.56,6.2,Flota,24.71,1987.0,991.0,0.23,797.88,32969.0
2014.0,Audi,Q4 e-tron,2020.0,Asia,Camioneta,110.9,79.0,529.0,237.4,0.62,1951.0,14.86,223437.0,84.2,191.0,4.65,29.4,Personal,26.81,367.0,1516.0,0.17,470.37,31392.0
2015.0,Kia,EV6,2020.0,Asia,SUV,93.1,78.3,415.0,83.5,1.21,1584.0,19.68,138931.0,84.2,167.0,3.65,13.2,Comercial,16.67,1717.0,1790.0,0.12,273.42,27011.0
2016.0,Chevrolet,Bolt EUV,2020.0,Norteamérica,SUV,119.0,91.5,712.0,119.4,1.36,848.0,13.79,22258.0,89.7,245.0,5.61,-6.3,Comercial,2.67,1766.0,1153.0,0.22,89.52,31658.0
2017.0,Ford,Mustang Mach-E,2015.0,Asia,Sedán,90.4,88.1,376.0,233.3,0.48,1593.0,23.48,241868.0,64.7,191.0,8.21,32.0,Comercial,15.225000000000001,1635.0,1073.0,0.09,425.93,25432.0
2018.0,Chevrolet,Bolt EV,2020.0,Australia,Hatchback,41.8,88.1,250.0,44.1,1.18,302.0,21.45,210513.0,78.3,197.0,8.72,-3.9,Personal,25.26,1916.0,1342.0,0.18,677.33,17524.0
2019.0,BMW,iX,2020.0,Europa,Hatchback,69.0,84.3,315.0,51.6,1.84,1104.0,13.63,238618.0,42.0,154.0,4.21,34.1,Flota,28.63,1998.0,789.0,0.33,894.4,23090.0
2020.0,BMW,iX,2021.0,Asia,Camioneta,91.4,99.7,368.0,127.0,1.52,1290.0,20.55,87186.0,66.2,234.0,6.5,37.7,Comercial,10.46,200.0,1532.0,0.21,313.54,25851.0
2021.0,Nissan,Leaf,2015.0,Australia,Hatchback,115.2,72.5,598.0,220.8,0.72,1501.0,13.92,92498.0,99.0,191.0,3.93,14.9,Flota,11.1,1395.0,903.0,0.15,160.95,22129.0
2022.0,Mercedes,EQS,2019.0,Europa,SUV,106.9,72.6,450.0,164.1,0.69,1085.0,21.49,192864.0,95.7,192.0,7.76,23.2,Desconocido,23.14,1161.0,1863.0,0.15,518.08,25507.0
2023.0,BMW,i3,2019.0,Australia,Camioneta,32.2,74.0,137.0,16.6,2.66,348.0,18.7,248935.0,51.8,213.0,5.63,38.2,Flota,29.87,820.0,2137.0,0.17,720.83,16267.0
2024.0,Chevrolet,Bolt EV,2018.0,Europa,Sedán,40.2,99.8,169.0,110.3,0.48,1140.0,20.27,93469.0,94.1,159.0,7.48,22.3,Comercial,11.22,1252.0,890.0,0.31,489.44,11736.0
2025.0,BMW,i3,2023.0,Europa,Hatchback,73.7,85.2,377.0,55.9,1.6,444.0,15.97,233239.0,80.5,172.0,9.59,-6.6,Comercial,27.99,449.0,1454.0,0.15,465.6,23642.0
2026.0,BMW,i4,2022.0,Europa,Camioneta,78.8,91.2,430.0,50.4,1.76,764.0,21.73,211917.0,34.1,204.0,6.705,-2.7,Desconocido,25.43,890.0,2133.0,0.12,460.5,24019.0
2027.0,Ford,Mustang Mach-E,2023.0,Norteamérica,Sedán,74.2,81.5,550.0,187.2,0.72,1049.0,15.67,235283.0,91.6,151.0,6.13,-8.3,Flota,28.23,254.0,2434.0,0.1,307.24,29667.0
2028.0,Chevrolet,Bolt EUV,2015.0,Australia,Hatchback,40.9,82.7,170.0,38.7,1.13,1631.0,15.08,163713.0,75.0,191.0,7.98,21.1,Comercial,19.65,425.0,852.0,0.14,288.03,14088.0
2029.0,Desconocido,iX,2017.0,Europa,Sedán,39.2,78.5,171.0,127.0,0.72,1417.0,12.24,81716.0,93.6,233.0,6.13,35.4,Desconocido,9.81,1769.0,639.0,0.25,208.38,10903.0
2030.0,Mercedes,EQS,2020.0,Australia,Hatchback,74.9,97.5,383.0,72.0,1.47,427.0,19.44,51169.0,82.3,225.0,6.9,29.2,Comercial,6.14,1371.0,1910.0,0.22,182.37,23072.0
2031.0,BMW,iX,2020.0,Asia,Sedán,116.9,85.2,594.0,127.0,0.72,1369.0,18.18,169799.0,76.3,151.0,8.96,8.6,Personal,20.38,874.0,1214.0,0.29,746.01,30315.0
2032.0,Chevrolet,Bolt EUV,2016.0,Desconocido,Hatchback,42.3,90.3,174.0,91.0,0.51,1280.0,22.47,190320.0,90.9,203.0,8.43,20.1,Comercial,22.84,1039.0,2164.0,0.17,605.84,13604.0
2033.0,Volkswagen,ID.4,2015.0,Europa,SUV,66.8,97.1,306.0,13.2,6.75,1868.0,24.28,237903.0,87.8,198.0,4.11,14.4,Personal,28.55,1384.0,1929.0,0.22,1492.21,21348.0
